name,address,city,district,project_name,investor,price,area,bedroom,post_date,expiration_date,,,,,,,
Hot! T12 mở bán The Tonkin phân khu đầu tiên Vinhomes Smart City dòng cao cấp ruby LH 0949257891,"Dự án Vinhomes Smart City, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,Vinhomes Smart City,Tập đoàn Vingroup,0,43,1,10/12/2021,20/12/2021,,,,,,,
Quỹ căn cắt lỗ T12/2021 Sunshine City và bảng hàng CĐT (DUplex + Penthouse) view sông + sân golf,"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,Sunshine City,Công ty CP Tập đoàn Sunshine,3.5,105,3,13/12/2021,23/12/2021,,,,,,,
"Hot. Bán căn hộ Sunrise City, City View 1 2 3 4PN penthouse giá cực thấp do dịch bệnh DT 0777777284","Dự án Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Sunrise City,Novaland Group,3.5,76,2,13/12/2021,23/12/2021,,,,,,,
"Căn hộ sân vườn Marina Tower, DT 81m2 sân vườn 21m2, tặng nội thất. DT: 95m2, 3PN, sân vườn 18m2","Dự án Marina Tower, Đường Quốc Lộ 13, Phường Vĩnh Phú, Thuận An, Bình Dương",Bình Dương,Thuận An,Marina Tower,Công ty CP Đầu tư LDG,2.3,81,2,12/12/2021,22/12/2021,,,,,,,
Quỹ hàng tốt nhất Vinhomes Gardenia - full data 2100 căn 1PN - 4PN. Bán căn hộ Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,Tập đoàn Vingroup,0,78,2,13/12/2021,23/12/2021,,,,,,,
"Quỹ căn 1PN - 2PN - 3PN CK trực tiếp 10% hoặc 200tr, tặng 3 chỉ vàng, miễn lãi đến 5.2024 VH OCP","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,Tập đoàn Vingroup,2.3,63,2,13/12/2021,23/12/2021,,,,,,,
Cập nhật giá Q7 Riverside 2PN/53m2/1.8tỷ, 2PN/67m2/2.3tỷ vay NH tối đa LS cực thấp 0965431233,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Q7 Saigon Riverside,Công ty CP Tập đoàn Hưng Thịnh,1.8,53,2,08/12/2021,18/12/2021,,,,,,
"Kẹt tiền cần bán gấp căn 1PN/1.6tỷ và 2PN/2.1tỷ Q7 Reverside bao full phí thuế, bớt lộc 0901318040","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Q7 Saigon Riverside,Công ty CP Tập đoàn Hưng Thịnh,1.6,50,2,13/12/2021,23/12/2021,,,,,,,
"Bán gấp, tôi chính chủ cần bán CH Q7 Riverside 53m2/1PN giá 1.8tỷ bao hết. Call: 0932100172","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Q7 Saigon Riverside,Công ty CP Tập đoàn Hưng Thịnh,1.8,53,1,13/12/2021,23/12/2021,,,,,,,
"Định cư Mỹ bán gấp căn hộ thông tầng Duplex hạng sang Golden Field Mỹ Đình, LH chính chủ 0909115535","Dự án Golden Field Mỹ Đình, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Golden Field Mỹ Đình,Công ty Cổ phần Địa ốc MB,4.2,170.3,4,13/12/2021,23/12/2021,,,,,,,
Vinhomes Central Park chính chủ gửi bán 12.2021. Truly Homes đại lý chính thức Vinhomes,"Vinhomes Central Park, 208, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Vinhomes Central Park,Tập đoàn Vingroup,4.5,90,2,13/12/2021,04/01/2022,,,,,,,
List Vinhomes Quận 9 chính chủ gửi bán và cho thuê 12.2021 TrulyHomes đại lý F1 chính thức Vinhomes,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,The Origami - Vinhomes Grand Park,Tập đoàn Vingroup,0,80,2,13/12/2021,31/12/2021,,,,,,,
Giỏ hàng độc quyền The Beverly (BE 3) - Vinhomes Grand Park TP. Thủ Đức,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,The Beverly - Vinhomes Grand Park,Tập đoàn Vingroup,0,55,2,08/12/2021,18/12/2021,,,,,,,
"Căn hộ Vinhomes Central Park, giá bán & ưu đãi tốt nhất T12/2021. Liên hệ PKD: 0902949012","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Vinhomes Central Park,Tập đoàn Vingroup,14,140,3,13/12/2021,23/12/2021,,,,,,,
"Duy nhất 1 căn 50m2 suất nội bộ view biển dự án Charm Resort Long Hải 5*, sở hữu ngay chỉ với 275tr","Dự án Charm Resort Long Hải, Đường Võ Thị Sáu, Thị trấn Long Hải, Long Điền, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Long Điền,Charm Resort Long Hải,"972 căn hộ du lịch,  24 căn biệt thự nghỉ dưỡng, 17 căn shophouse",0,50,1,13/12/2021,23/12/2021,,,,,,,
Chính chủ bán căn hộ penthouse chung cư cao cấp An Gia Skyline,"Dự án An Gia Skyline, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,An Gia Skyline,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,11,241,3,13/12/2021,23/12/2021,,,,,,,
"Chính chủ cần bán chung cư cao cấp Terra Royal, 2PN, 58m2 2 mặt tiền Quận 3. Liên hệ 0946636666","Dự án Terra Royal, Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Hồ Chí Minh",Hồ Chí Minh,Quận 3,Terra Royal,Công ty CP Đầu tư - Kinh Doanh Nhà (INTRESCO),6.4,58,2,13/12/2021,23/12/2021,,,,,,,
Quỹ căn ngoại giao độc quyền mua hàng trực tiếp CĐT Vinhomes căn 2PN2WC giá 1.7 tỷ LH: 096.160.9496,"Dự án Vinhomes Smart City, Đường Đại lộ Thăng Long, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,Vinhomes Smart City,Tập đoàn Vingroup,1.7,61,2,13/12/2021,23/12/2021,,,,,,,
Bán gấp căn 3 phòng ngủ 2WC DT 76m2 giá 2.57 tỷ 2 phòng ngủ giá 1.66 tỷ dự án Vinhomes Smart City,"Dự án Vinhomes Smart City, Đường Đại lộ Thăng Long, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,Vinhomes Smart City,Tập đoàn Vingroup,2.57,76,3,12/12/2021,22/12/2021,,,,,,,
"Bán căn hộ toà CT7HJk Park View Dương Nội, dt 57m2, 2PN, full nội thất, giá 1.35 tỷ","Dự án Park View Residence, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Park View Residence,"Gồm 3 tòa tháp cao 25 tầng, 2 tầng hầm và 1 tầng thương mại",1.35,57,2,09/12/2021,19/12/2021,,,,,,,
"Tổng hợp 20 CH Lavita Charm giá rẻ 1PN=1.8tỷ, 2PN=2.5tỷ, 3PN=3.2tỷ hỗ trợ vay bank 70% 0965431233","Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Lavita Charm,Công ty CP Tập đoàn Hưng Thịnh,2.5,67,2,12/12/2021,22/12/2021,,,,,,,
"Bán gấp, cắt lỗ, 2 phòng ngủ 2 giá 1.82 tỷ full đồ, KĐT Vinhomes Ocean Park Gia Lâm, HN","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,Tập đoàn Vingroup,1.82,63,2,12/12/2021,22/12/2021,,,,,,,
"Bán CH 2PN 109m2 Đảo Kim Cương, Tháp T3 Brilliant, xuất đầu tư nước ngoài, có sổ hồng, Full NT","Dự án Diamond Island, Đường 104A, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Diamond Island,Kusto Home,8.5,109,2,11/12/2021,21/12/2021,,,,,,,
"Căn hộ mua trực tiếp, cập nhật thông tin thị trường chuẩn nhất, miễn PQL có suất ô tô, 0933626466","Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",Hồ Chí Minh,Quận 10,HaDo Centrosa Garden,Tập đoàn Hà Đô,4.6,61,2,11/12/2021,21/12/2021,,,,,,,
"Đầu tư suất ngoại giao TT căn hộ 800 triệu đến khi bàn giao, đẳng cấp sao mặt biển Đà Nẵng GĐ 1","Dự án Aria Đà Nẵng Hotel And Resort, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,Ngũ Hành Sơn,Aria Đà Nẵng Hotel And Resort,"22 căn biệt thự, 2 tháp căn hộ condotel gồm 230 phòng",0,48,1,11/12/2021,21/12/2021,,,,,,,
"Chính chủ bán căn hộ chung cư thết kế hiện đại, tầng đẹp, view 2 mặt thoáng, giá cực kỳ tốt","Dự án Vinhomes Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Vinhomes Nguyễn Chí Thanh,Tập đoàn Vingroup,0,128,3,11/12/2021,21/12/2021,,,,,,,
"Hà Đô có suất ô tô, TT 30% vay 70% nhận nhà ở liền 1-2-3 phòng NT cao cấp, view Bitexco, 0906767248","Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",Hồ Chí Minh,Quận 10,HaDo Centrosa Garden,Tập đoàn Hà Đô,5.5,86,2,11/12/2021,21/12/2021,,,,,,,
Cđt mở bán đợt đầu với quỹ căn cực đẹp tòa P2 phân khu The Pavilion - Vinhomes Ocean Park,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,Tập đoàn Vingroup,0,68,2,11/12/2021,21/12/2021,,,,,,,
"Bán CH Vinhomes Q9 Studio 1,2tỷ, 1PN 1,750tỷ 2PN 2.050tỷ 2PN2WC 2,4tỷ cam kết giá tốt nhất dự án","Dự án Vinhomes Grand Park quận 9, Phường Long Bình, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Vinhomes Grand Park,Tập đoàn Vingroup,1.28,30,1,11/12/2021,21/12/2021,,,,,,,
(Tin thật) bán 200 căn hàng CĐT + sang nhượng cam kết giá tốt nhất Hà Đô TT 30% vay 70% 0912567192,"Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",Hồ Chí Minh,Quận 10,HaDo Centrosa Garden,Tập đoàn Hà Đô,6.6,108,2,10/12/2021,20/12/2021,,,,,,,
"Chỉ từ 36tr/m2 đã sở hữu ngay căn hộ đẳng cấp MT Eastmark, ưu đãi 2 Chỉ vàng/Booking ngay hôm nay","Dự án Chung cư MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,2,65,1,10/12/2021,20/12/2021,,,,,,,
2 căn đầu tư cuối cùng giá rẻ nhất giỏ hàng C SkyView Chánh Nghĩa,"Dự án C SkyView, Đường Trần Phú, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương",Bình Dương,Thủ Dầu Một,C SkyView,"02 Block cao 35-36 tầng, 1.166 căn hộ",3,102,3,10/12/2021,23/12/2021,,,,,,,
"Tìm chủ mới cho căn hộ Richstar Tân Phú, 65m2 (2PN - 2WC), HĐMB, giá 2.68 tỷ bao sang tên","RichStar, 278 239 - 241, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Căn hộ RichStar,Novaland Group,2.68,65,2,10/12/2021,20/12/2021,,,,,,,
"Bán chcc rất vip: Sđcc 116m2, căn góc 3pn + 2wc, full NT gỗ 5*, đẹp nhất Aeomall Hà Đông, 2.596 tỷ","Dự án Usilk City, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Usilk City,Công ty CP Sông Đà Thăng Long,2.596,116,3,10/12/2021,20/12/2021,,,,,,,
Hot: Chỉ 225tr sở hữu căn hộ Legacy Central trung tâm thành phố Thuận An CK 4% ngân hàng hỗ trợ 75%,"Dự án Legacy Central, Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương",Bình Dương,Thuận An,Legacy Central,Công ty CP Đầu tư và Phát triển Thuận Lợi,0,42,1,10/12/2021,20/12/2021,,,,,,,
"Chính chủ cần bán gấp CH 2PN 96m2 Khu Diamond - Celadon City, t.toán 770tr hợp đồng mua bán","Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Celadon City,Công ty TNHH Gamuda Land Việt Nam,5.275,96,2,10/12/2021,20/12/2021,,,,,,,
"Trực tiếp CĐT căn hộ 2PN - 3PN - 4PN The Matrix One Mỹ Đình CK 9,5% + 100 triệu, LS 0% trong 24th","Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,The Matrix One,Công ty Cổ phần Đầu tư Mai Linh,4.7,88,2,10/12/2021,20/12/2021,,,,,,,
"Căn hộ Precia Quận 2 chỉ 12 suất nội bộ giá gốc CĐT, chiết khấu 2%, tặng 4 máy lạnh, máy nước nóng","Dự án Precia Quận 2, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Căn hộ Precia Quận 2,Công ty CP Đầu tư Bất Động Sản Rio Land,3.7,60,2,10/12/2021,20/12/2021,,,,,,,
"Quỹ căn tầng đẹp The Link 345, 2PN/85m2/3.2 tỷ, 3PN/107m2/4,4 tỷ, CK 15% + Miễn lãi 24th","Dự án The Link 345-CT1, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,The Link 345-CT1,Công ty TNHH phát triển khu đô thị Nam Thăng Long,4.4,107,3,10/12/2021,20/12/2021,,,,,,,
"Chính chủ bán cắt lỗ 200tr CH 3PN, 2WC 86 - 109m2 chỉ còn từ 2.1 tỷ, ck 8% nhận nhà ở ngay","Dự án Phú Thịnh Green Park, Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Phú Thịnh Green Park,"37 tầng nổi và 1 tầng hầm, 532 căn hộ",2.725,109,3,10/12/2021,20/12/2021,,,,,,,
"Bán gấp căn hộ Q7 Riverside view sông 2PN (53m2) giá 1,9 tỷ và 2PN (66m2) giá 2,4 tỷ. LH 0971395409","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Q7 Saigon Riverside,Công ty CP Tập đoàn Hưng Thịnh,1.9,53,2,10/12/2021,20/12/2021,,,,,,,
"Khả Ngân, chuyên viên tư vấn song ngữ căn hộ Biên Hoà Universe Cầu Sập TP Biên Hoà, 0933973003","Dự án Biên Hoà Universe Complex, Đường Xa Lộ Hà Nội, Phường Hố Nai, Biên Hòa, Đồng Nai",Đồng Nai,Biên Hòa,Biên Hoà Universe Complex,Công ty TNHH Việt Thuận Thành,0,70,2,09/12/2021,19/12/2021,,,,,,,
Liên hệ đăng ký suất nội bộ duy nhất New Galaxy Nha Trang - View trực diện biển căn 2 PN - 2 tỷ 7,"Dự án New Galaxy Nha Trang, Đường Trần Phú, Phường Vĩnh Trường, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,New Galaxy Nha Trang,Công ty CP Tập đoàn Hưng Thịnh,3.2,70,2,09/12/2021,19/12/2021,,,,,,,
Chỉ 225 triệu nhận ngay căn hộ đẹp như mơ. Căn hô giá rẻ nội thất cực sang trọng,"Dự án Legacy Central, Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương",Bình Dương,Thuận An,Legacy Central,Công ty CP Đầu tư và Phát triển Thuận Lợi,0,42,2,09/12/2021,19/12/2021,,,,,,,
"Chính chủ cần bán gấp căn CHCC tòa B Thăng Long No1, view Hội Nghị Quốc Gia, DT 120m2, giá 37tr/m2","Dự án Thăng Long Number One, Phường Trung Hòa, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Thăng Long Number One,Tổng Công ty Viglacera,4.44,120,3,09/12/2021,23/12/2021,,,,,,,
"CHÍNH CHỦ BÁN CĂN HỘ CHUNG CƯ THE MANOR THÁP E, DIỆN TÍCH 251.9M2. TẦNG CAO","Dự án The Manor, đường Mễ Trì, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,The Manor - Hà Nội,Tập đoàn Bitexco,0,251.9,4,09/12/2021,19/12/2021,,,,,,,
Nhà đẹp Empire City tại Q2 ngay cạnh sông SG - PKD 0917909079 chuyên khu nắm căn hot giá tốt,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Empire City Thủ Thiêm,Công ty TNHH Keppel Land Việt Nam,14.5,127,3,09/12/2021,19/12/2021,,,,,,,
"Cập nhật bảng giá các CH mua bán, cho thuê rẻ nhất tại Royal City - giữa T12, LH ngay: 0906036825","Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Royal City,Tập đoàn Vingroup,3.41,110,3,09/12/2021,19/12/2021,,,,,,,
"FLC Garden City - Đại Mỗ - Mua trực tiếp CĐT - Cập nhật bảng giá, chính sách tốt nhất tháng 12","Dự án FLC Garden City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,FLC Garden City,Công ty Cổ phần Tập đoàn FLC,0,62.8,2,09/12/2021,19/12/2021,,,,,,,
"Căn hộ mt eastmark city quận 9, chỉ thanh toán từ 750 triệu 30 tháng, giữ chỗ ngay 0912598058","Dự án Chung cư MT Eastmark City, Đường Vành Đai 3, Phường Long Trường, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,2.3,63,2,09/12/2021,19/12/2021,,,,,,,
Quỹ căn chuyển nhượng cắt lỗ độc quyền studio - 1PN - 2PN - 3PN rẻ nhất dự án Vinhomes D'Capitale,"Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Vinhomes D'Capitale,Tân Hoàng Minh Group,3.2,72,2,09/12/2021,19/12/2021,,,,,,,
Sở hữu ngay căn hộ hạng sang Empire City - full căn hiếm view đẹp chỉ từ 5.9 tỷ LH O906411153 Duyên,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Empire City Thủ Thiêm,Công ty TNHH Keppel Land Việt Nam,5.9,64,1,09/12/2021,19/12/2021,,,,,,,
"Chính chủ bán căn hộ cao cấp Royal City 55m2 thiết kế vip 2pn công năng tiện ích hoàn hảo 2,95 tỷ","Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Royal City,Tập đoàn Vingroup,2.95,55,2,09/12/2021,19/12/2021,,,,,,,
"Giỏ hàng 2 - 3 - 4PN hot nhất Empire City, view triệu đô, giá thật 100%. LH 0901840059","Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Empire City Thủ Thiêm,Công ty TNHH Keppel Land Việt Nam,16.8,160,3,09/12/2021,19/12/2021,,,,,,,
"Bán cắt lỗ CC Metropolis giá từ 62tr/m2 sổ đỏ vay 70% lãi suất 0%, thuê 15tr/th, miễn phí DV 10 năm","Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",Hà Nội,Ba Đình,Vinhomes Metropolis - Liễu Giai,Tập đoàn Vingroup,5,80,3,09/12/2021,19/12/2021,,,,,,,
"Full giỏ hàng sang nhượng Empire City. Cam kết giá tốt nhất thị trường Từ 1PN-4PN, Dulex, Penhouse","Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Empire City Thủ Thiêm,Công ty TNHH Keppel Land Việt Nam,14,127,3,09/12/2021,19/12/2021,,,,,,,
"Tin thật 100%! Cập nhật nhiều căn hộ Empire City giá tốt, xem nhà ngay không cần hẹn trước","Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Empire City Thủ Thiêm,Công ty TNHH Keppel Land Việt Nam,15.9,145,3,09/12/2021,19/12/2021,,,,,,,
Bán nhiều căn hộ cao cấp Vinhomes Central Park Bình Thạnh có sổ - giá tốt tháng 12 - LH 0911156879,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Vinhomes Central Park,Tập đoàn Vingroup,7,100,3,08/12/2021,18/12/2021,,,,,,,
"Rainbow - Vinhomes Grand Park giỏ hàng 500 căn bán cắt lỗ giá gốc 1pn-1.7tỷ, 2pn-2.05tỷ, 3pn-2.9tỷ","Dự án Vinhomes Grand Park quận 9, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Vinhomes Grand Park,Tập đoàn Vingroup,2.05,59,2,08/12/2021,18/12/2021,,,,,,,
"Toàn bộ giỏ hàng Empire City 12/2021 giá cực sốc 1PN - 5.8tỷ, 2PN - 8.8tỷ, 3PN - 14 tỷ xem nhà 24/7","Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Empire City Thủ Thiêm,Công ty TNHH Keppel Land Việt Nam,9.5,98,2,08/12/2021,18/12/2021,,,,,,,
Chiết khấu 210 triệu trừ trực tiếp bảng hàng CĐT Phú Thịnh Green Park (83m2 + 103m2) nhận nhà ngay,"Dự án Phú Thịnh Green Park, Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Phú Thịnh Green Park,"37 tầng nổi và 1 tầng hầm, 532 căn hộ",2.1,83,3,08/12/2021,18/12/2021,,,,,,,
Giỏ hàng sang nhượng Hà Đô Quận 10 mùa Covid mua lẻ giá sỉ. Liên hệ 0941641166,"Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",Hồ Chí Minh,Quận 10,HaDo Centrosa Garden,Tập đoàn Hà Đô,7.5,107,2,08/12/2021,18/12/2021,,,,,,,
Cập nhật giỏ hàng mới nhất Empire City nhiều căn view đẹp giá tốt bất ngờ,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Empire City Thủ Thiêm,Công ty TNHH Keppel Land Việt Nam,17,160,3,08/12/2021,18/12/2021,,,,,,,
"Cập nhật CSBH hấp dẫn và mới nhất từ CĐT với CT siêu ưu đãi ""mua nhà Matrix - nhận quà siêu thích","Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,The Matrix One,Công ty Cổ phần Đầu tư Mai Linh,4.214,86,2,08/12/2021,18/12/2021,,,,,,,
Rổ hàng chính chủ giá tốt toàn dự án Eco Green T12/2021 cạnh tranh nhất. Xem nhà 24/7 và 360 tour,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Eco Green Sài Gòn,Công ty CP Đầu tư và Xây dựng Xuân Mai,2.65,48,1,08/12/2021,18/12/2021,,,,,,,
